Scheme,AUROC
confidence_proportional,0.7735011102886751
uniform,0.7710954848260547
unweight_end,0.7707253886010363
only_middle,0.7668393782383419
high_uncertainty_only,0.7659141376757956
gaussian_middle,0.765358993338268
low_uncertainty_only,0.7640636565507032
negate_last_3,0.7592524056254626
negate_last_20pct,0.7588823094004441
unweight_beginning,0.7581421169504071
edges_peak,0.7574019245003701
negate_first_20pct,0.7572168763878608
recency_bias,0.756476683937824
linear_decreasing,0.7549962990377498
middle_peak,0.7533308660251665
negate_first_3,0.7490747594374538
surprisal,0.7488897113249445
linear_increasing,0.7368615840118432
exponential_decreasing,0.7337157660991858
quadratic_decreasing,0.7300148038490006
negate_last_5,0.7296447076239823
exponential_increasing,0.7174315321983716
first_last_k,0.711880088823094
first_k,0.7107698001480385
quadratic_increasing,0.7085492227979274
last_k,0.7048482605477425
unweight_middle,0.6922649888971132
nll_sqrt,0.6856032568467801
nll_proportional,0.6689489267209473
nll_squared_middle_focus,0.6667283493708364
nll_cubic_middle_focus,0.6526646928201333
only_beginning,0.648778682457439
nll_cubic,0.6411917098445598
nll_quartic,0.6389711324944486
nll_squared_negate_end,0.637860843819393
nll_quintic,0.6374907475943745
only_end,0.6286084381939304
nll_cubic_negate_end,0.6237971872686899
