Scheme,AUROC
nll_quintic,0.6464323748668797
nll_quartic,0.64459623223532
nll_cubic,0.6429804267195476
nll_cubic_negate_end,0.6391245271932724
nll_squared_negate_end,0.6357093018985716
nll_cubic_middle_focus,0.6356358561933091
nll_proportional,0.6313025595828284
nll_squared_middle_focus,0.6297234769196872
nll_sqrt,0.6069185854357166
surprisal,0.5918254930042965
first_last_k,0.586941353604348
quadratic_decreasing,0.586170173699093
exponential_decreasing,0.5853989937938379
linear_decreasing,0.5811758657412508
high_uncertainty_only,0.5799640116044216
unweight_end,0.5762550034886711
first_k,0.5759979435202527
last_k,0.5751533179097352
only_beginning,0.5743821380044802
negate_first_3,0.5714443097939848
uniform,0.5679556387940216
edges_peak,0.5671844588887665
unweight_middle,0.5663765561308802
low_uncertainty_only,0.5663398332782491
negate_last_20pct,0.5657522676361499
gaussian_middle,0.563659065036172
middle_peak,0.5599500569204215
negate_last_5,0.5591788770151666
only_middle,0.5533399434468069
negate_last_3,0.5525320406889207
negate_first_20pct,0.548382358341596
linear_increasing,0.5465829385626675
confidence_proportional,0.5450405787521575
unweight_beginning,0.5446733502258456
exponential_increasing,0.5377694539311814
quadratic_increasing,0.5327384231207081
only_end,0.5238147699313283
recency_bias,0.5181227277734934
