Scheme,AUROC
nll_quintic,0.7474456064430821
nll_quartic,0.7453119365308332
nll_cubic,0.7429078014184398
nll_cubic_negate_end,0.7381896862603678
nll_squared_negate_end,0.7335917778579157
nll_proportional,0.7293244380334175
nll_cubic_middle_focus,0.7041110710421926
nll_squared_middle_focus,0.6947349441038586
nll_sqrt,0.6869515566774853
only_beginning,0.6671474936891453
quadratic_decreasing,0.6655547541771848
exponential_decreasing,0.6605962255078734
surprisal,0.6599350883519655
first_k,0.6501983411467726
high_uncertainty_only,0.6450595023440318
linear_decreasing,0.6443082101214088
first_last_k,0.6332491886043996
unweight_end,0.6303341747806228
edges_peak,0.6225808390431543
unweight_middle,0.6177124654405577
negate_last_20pct,0.610439956725568
uniform,0.6065632888568337
negate_last_5,0.6056917898785912
low_uncertainty_only,0.601093881476139
negate_last_3,0.6001021757422766
last_k,0.5874504147133068
gaussian_middle,0.5868794326241135
negate_first_3,0.5859778819569659
negate_first_20pct,0.5678266618583965
middle_peak,0.5620266858997476
confidence_proportional,0.5518992667387908
linear_increasing,0.551779059983171
only_middle,0.5342889770405097
exponential_increasing,0.532726289217454
unweight_beginning,0.5321252554393556
quadratic_increasing,0.52157711263373
only_end,0.4890912369275153
recency_bias,0.4778218535881717
