Scheme,AUROC
nll_proportional,0.7262194415479085
nll_quintic,0.7179353493222107
nll_quartic,0.7158498435870699
nll_cubic,0.7151836403661221
nll_squared_negate_end,0.7070733402850191
nll_cubic_negate_end,0.7065809292086663
nll_cubic_middle_focus,0.7045823195458232
nll_sqrt,0.7036264627505503
nll_squared_middle_focus,0.7011354420113544
surprisal,0.6741686942416869
high_uncertainty_only,0.6507067547213533
first_k,0.640771637122002
first_last_k,0.6400185378287568
quadratic_decreasing,0.6374116556598308
unweight_end,0.6357895956436102
exponential_decreasing,0.6347758081334725
linear_decreasing,0.6326903023983317
edges_peak,0.6157745336577453
only_beginning,0.614847642219905
negate_last_20pct,0.61467385007531
uniform,0.6097787046692156
last_k,0.5993222106360792
gaussian_middle,0.5985980767002664
negate_first_3,0.5965705016799907
negate_last_5,0.5923125941374117
low_uncertainty_only,0.5913277719847063
unweight_middle,0.5911829451975438
only_middle,0.5901691576874059
negate_last_3,0.5870408990846947
middle_peak,0.5838547097671185
negate_first_20pct,0.5822036843934655
recency_bias,0.5745568300312826
linear_increasing,0.5671996292434248
unweight_beginning,0.566243772448152
exponential_increasing,0.5549762484069053
confidence_proportional,0.5544548719731202
quadratic_increasing,0.5477928397636427
only_end,0.5121654501216545
