Scheme,AUROC
last_k,0.78369140625
first_last_k,0.7817382812499999
edges_peak,0.7659505208333334
unweight_middle,0.7490234374999999
exponential_increasing,0.7379557291666666
quadratic_increasing,0.7376302083333333
high_uncertainty_only,0.73193359375
uniform,0.7306315104166666
low_uncertainty_only,0.72998046875
linear_increasing,0.7291666666666667
recency_bias,0.728515625
negate_first_20pct,0.7281901041666666
surprisal,0.7277018229166666
first_k,0.7272135416666667
only_end,0.7270507812500001
confidence_proportional,0.7255859375
nll_sqrt,0.7184244791666666
unweight_beginning,0.71826171875
negate_first_3,0.7161458333333333
nll_proportional,0.7130533854166666
exponential_decreasing,0.7073567708333334
negate_last_3,0.7070312500000001
linear_decreasing,0.7062174479166667
gaussian_middle,0.7045898437500001
quadratic_decreasing,0.7034505208333334
nll_cubic_negate_end,0.7003580729166666
nll_squared_negate_end,0.69921875
nll_cubic_middle_focus,0.6984049479166667
nll_squared_middle_focus,0.697265625
negate_last_20pct,0.6969401041666666
only_beginning,0.6964518229166667
unweight_end,0.69287109375
negate_last_5,0.6910807291666667
nll_cubic,0.6883138020833333
nll_quartic,0.685546875
middle_peak,0.6845703125
nll_quintic,0.6827799479166666
only_middle,0.6725260416666666
