Scheme,AUROC
nll_proportional,0.6272902603664415
surprisal,0.6265670202507232
high_uncertainty_only,0.6249598199935712
nll_sqrt,0.6216650594664095
nll_squared_middle_focus,0.6182095789135326
low_uncertainty_only,0.617325618772099
nll_cubic,0.616923818707811
nll_cubic_middle_focus,0.6153969784635165
nll_quartic,0.6146737383477981
linear_decreasing,0.6140308582449374
nll_quintic,0.6135486981677917
uniform,0.6125843780135005
exponential_decreasing,0.6096914175506268
first_k,0.6086467373834781
quadratic_decreasing,0.6080038572806172
negate_last_3,0.6073609771777565
gaussian_middle,0.6062359369977499
edges_peak,0.6040662166505948
negate_first_20pct,0.6035036965605916
negate_first_3,0.6034233365477338
negate_last_5,0.6019768563162969
unweight_end,0.6018964963034394
middle_peak,0.5949051751848281
recency_bias,0.5918514946962392
negate_last_20pct,0.5909675345548056
first_last_k,0.5903246544519446
nll_cubic_negate_end,0.5895210543233688
nll_squared_negate_end,0.5883960141433623
unweight_middle,0.5875120540019286
confidence_proportional,0.5865477338476375
unweight_beginning,0.5834940533590486
linear_increasing,0.5819672131147541
exponential_increasing,0.5727258116361299
quadratic_increasing,0.5711186113789779
only_middle,0.5711186113789778
last_k,0.5671809707489552
only_beginning,0.5658952105432337
only_end,0.5546448087431693
