2025-11-05 17:39:51,170 INFO    StreamThr :1147867 [internal.py:wandb_internal():86] W&B internal server running at pid: 1147867, started at: 2025-11-05 17:39:51.168676
2025-11-05 17:39:51,172 DEBUG   HandlerThread:1147867 [handler.py:handle_request():146] handle_request: status
2025-11-05 17:39:51,215 INFO    WriterThread:1147867 [datastore.py:open_for_write():87] open: ./boldis/uncertainty/wandb/run-20251105_173951-39b7qn0k/run-39b7qn0k.wandb
2025-11-05 17:39:51,216 DEBUG   SenderThread:1147867 [sender.py:send():378] send: header
2025-11-05 17:39:51,251 DEBUG   SenderThread:1147867 [sender.py:send():378] send: run
2025-11-05 17:39:51,864 INFO    SenderThread:1147867 [dir_watcher.py:__init__():211] watching files in: ./boldis/uncertainty/wandb/run-20251105_173951-39b7qn0k/files
2025-11-05 17:39:51,864 INFO    SenderThread:1147867 [sender.py:_start_run_threads():1099] run started: 39b7qn0k with start time 1762360791.196488
2025-11-05 17:39:51,881 DEBUG   HandlerThread:1147867 [handler.py:handle_request():146] handle_request: check_version
2025-11-05 17:39:51,882 DEBUG   SenderThread:1147867 [sender.py:send_request():405] send_request: check_version
2025-11-05 17:39:52,063 DEBUG   HandlerThread:1147867 [handler.py:handle_request():146] handle_request: run_start
2025-11-05 17:39:52,071 DEBUG   HandlerThread:1147867 [system_info.py:__init__():26] System info init
2025-11-05 17:39:52,071 DEBUG   HandlerThread:1147867 [system_info.py:__init__():41] System info init done
2025-11-05 17:39:52,071 INFO    HandlerThread:1147867 [system_monitor.py:start():194] Starting system monitor
2025-11-05 17:39:52,072 INFO    SystemMonitor:1147867 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-11-05 17:39:52,072 INFO    HandlerThread:1147867 [system_monitor.py:probe():214] Collecting system info
2025-11-05 17:39:52,072 INFO    SystemMonitor:1147867 [interfaces.py:start():190] Started cpu monitoring
2025-11-05 17:39:52,072 INFO    SystemMonitor:1147867 [interfaces.py:start():190] Started disk monitoring
2025-11-05 17:39:52,073 INFO    SystemMonitor:1147867 [interfaces.py:start():190] Started gpu monitoring
2025-11-05 17:39:52,073 INFO    SystemMonitor:1147867 [interfaces.py:start():190] Started memory monitoring
2025-11-05 17:39:52,074 INFO    SystemMonitor:1147867 [interfaces.py:start():190] Started network monitoring
2025-11-05 17:39:52,095 DEBUG   HandlerThread:1147867 [system_info.py:probe():150] Probing system
2025-11-05 17:39:52,099 DEBUG   HandlerThread:1147867 [system_info.py:_probe_git():135] Probing git
2025-11-05 17:39:52,135 DEBUG   HandlerThread:1147867 [system_info.py:_probe_git():143] Probing git done
2025-11-05 17:39:52,135 DEBUG   HandlerThread:1147867 [system_info.py:probe():198] Probing system done
2025-11-05 17:39:52,135 DEBUG   HandlerThread:1147867 [system_monitor.py:probe():223] {'os': 'Linux-5.14.0-570.55.1.el9_6.x86_64-x86_64-with-glibc2.34', 'python': '3.12.2', 'heartbeatAt': '2025-11-05T16:39:52.095466', 'startedAt': '2025-11-05T16:39:51.127688', 'docker': None, 'cuda': None, 'args': ('--model_name', 'Llama-3.2-1B', '--dataset', 'trivia_qa', '--num_samples', '100', '--num_few_shot', '5', '--temperature', '0.0', '--num_generations', '1', '--brief_prompt', 'detailed', '--enable_brief', '--brief_always', '--no-compute_uncertainties', '--no-compute_p_true', '--no-get_training_set_generations', '--use_context', '--entity', 'nikosteam', '--project', 'super_guacamole', '--experiment_lot', 'greedy_sentences_20251105_173708'), 'state': 'running', 'program': '/system/user/studentwork/boldis/super-guacamole/src/generate_answers.py', 'codePathLocal': 'generate_answers.py', 'codePath': 'src/generate_answers.py', 'git': {'remote': 'https://github.com/nikoszka/super-guacamole.git', 'commit': '7b9d598b3849e4e7a32e31f16e1b6b4208298960'}, 'email': None, 'root': '/system/user/studentwork/boldis/super-guacamole', 'host': 'student01', 'username': 'boldis', 'executable': '/system/apps/studentenv/boldis/boldis_env/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3.49525, 'min': 3800.0, 'max': 3800.0}, 'cpu_freq_per_core': [{'current': 3.498, 'min': 3800.0, 'max': 3800.0}, {'current': 3.398, 'min': 3800.0, 'max': 3800.0}, {'current': 3.498, 'min': 3800.0, 'max': 3800.0}, {'current': 3.496, 'min': 3800.0, 'max': 3800.0}, {'current': 3.498, 'min': 3800.0, 'max': 3800.0}, {'current': 3.504, 'min': 3800.0, 'max': 3800.0}, {'current': 3.498, 'min': 3800.0, 'max': 3800.0}, {'current': 3.398, 'min': 3800.0, 'max': 3800.0}, {'current': 3.506, 'min': 3800.0, 'max': 3800.0}, {'current': 3.497, 'min': 3800.0, 'max': 3800.0}, {'current': 3.497, 'min': 3800.0, 'max': 3800.0}, {'current': 3.498, 'min': 3800.0, 'max': 3800.0}], 'disk': {'/': {'total': 134.3049659729004, 'used': 17.228500366210938}}, 'gpu': 'NVIDIA GeForce GTX 1080 Ti', 'gpu_count': 4, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}, {'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}, {'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}, {'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}], 'memory': {'total': 62.203216552734375}}
2025-11-05 17:39:52,135 INFO    HandlerThread:1147867 [system_monitor.py:probe():224] Finished collecting system info
2025-11-05 17:39:52,135 INFO    HandlerThread:1147867 [system_monitor.py:probe():227] Publishing system info
2025-11-05 17:39:52,135 DEBUG   HandlerThread:1147867 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2025-11-05 17:39:52,866 INFO    Thread-12 :1147867 [dir_watcher.py:_on_file_created():271] file/dir created: ./boldis/uncertainty/wandb/run-20251105_173951-39b7qn0k/files/conda-environment.yaml
2025-11-05 17:40:00,654 DEBUG   HandlerThread:1147867 [system_info.py:_save_conda():219] Saving conda packages done
2025-11-05 17:40:00,658 INFO    HandlerThread:1147867 [system_monitor.py:probe():229] Finished publishing system info
2025-11-05 17:40:00,698 DEBUG   HandlerThread:1147867 [handler.py:handle_request():146] handle_request: status_report
2025-11-05 17:40:00,698 DEBUG   HandlerThread:1147867 [handler.py:handle_request():146] handle_request: keepalive
2025-11-05 17:40:00,699 DEBUG   SenderThread:1147867 [sender.py:send():378] send: files
2025-11-05 17:40:00,699 INFO    SenderThread:1147867 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2025-11-05 17:40:00,874 INFO    Thread-12 :1147867 [dir_watcher.py:_on_file_modified():288] file/dir modified: ./boldis/uncertainty/wandb/run-20251105_173951-39b7qn0k/files/conda-environment.yaml
2025-11-05 17:40:00,874 INFO    Thread-12 :1147867 [dir_watcher.py:_on_file_created():271] file/dir created: ./boldis/uncertainty/wandb/run-20251105_173951-39b7qn0k/files/wandb-metadata.json
2025-11-05 17:40:01,535 DEBUG   HandlerThread:1147867 [handler.py:handle_request():146] handle_request: python_packages
2025-11-05 17:40:01,535 DEBUG   SenderThread:1147867 [sender.py:send_request():405] send_request: python_packages
2025-11-05 17:40:01,535 DEBUG   HandlerThread:1147867 [handler.py:handle_request():146] handle_request: stop_status
2025-11-05 17:40:01,536 DEBUG   HandlerThread:1147867 [handler.py:handle_request():146] handle_request: internal_messages
2025-11-05 17:40:01,538 DEBUG   SenderThread:1147867 [sender.py:send_request():405] send_request: stop_status
