Scheme,AUROC
nll_proportional,0.8075675675675676
surprisal,0.8
nll_sqrt,0.7973873873873875
edges_peak,0.7851351351351351
nll_quintic,0.7844144144144144
nll_cubic,0.7833333333333333
nll_quartic,0.7833333333333333
first_last_k,0.7818018018018018
high_uncertainty_only,0.7678378378378379
unweight_middle,0.765045045045045
uniform,0.7602702702702703
low_uncertainty_only,0.7599099099099098
exponential_decreasing,0.7581981981981982
quadratic_decreasing,0.7550450450450451
last_k,0.7548648648648648
first_k,0.754054054054054
nll_squared_negate_end,0.7536036036036037
linear_decreasing,0.7527927927927928
recency_bias,0.7498198198198198
nll_cubic_negate_end,0.7418018018018018
unweight_end,0.7354954954954955
negate_first_3,0.7324324324324325
linear_increasing,0.7290990990990991
only_beginning,0.7275675675675676
negate_last_5,0.727027027027027
nll_squared_middle_focus,0.7268468468468469
gaussian_middle,0.7263963963963964
exponential_increasing,0.7254054054054053
negate_last_3,0.7227027027027028
negate_last_20pct,0.7227027027027028
confidence_proportional,0.7224324324324325
nll_cubic_middle_focus,0.7167567567567568
quadratic_increasing,0.7154954954954956
negate_first_20pct,0.7153153153153153
unweight_beginning,0.712072072072072
middle_peak,0.6967567567567567
only_middle,0.6698198198198199
only_end,0.6567567567567567
